	BioProject	BioSample	Body_Site	project	base_media	treatment	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition
SRX8164278	PRJNA627678	SAMN14679997		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597448	SRP258115	SRS6525528	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A9	True	True		True											True	SVAM-A9		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A9
SRX8164279	PRJNA627678	SAMN14679996		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597449	SRP258115	SRS6525525	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A9	True	True		True											True	SVAM-A9		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A9
SRX8164280	PRJNA627678	SAMN14679995		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597450	SRP258115	SRS6525526	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A10	True	True		True											True	SVAM-A10		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A10
SRX8164281	PRJNA627678	SAMN14679994		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597451	SRP258115	SRS6525533	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A10	True	True		True											True	SVAM-A10		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A10
SRX8164282	PRJNA627678	SAMN14679993		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597452	SRP258115	SRS6525527	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A12	True	True		True											True	SVAM-A12		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A12
SRX8164283	PRJNA627678	SAMN14680051		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597453	SRP258115	SRS6525529	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A12	True	True		True											True	SVAM-A12		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A12
SRX8164296	PRJNA627678	SAMN14680038		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597418	SRP258115	SRS6525496	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB;Vancomycin;exp;TCH1516;WT
SRX8164297	PRJNA627678	SAMN14680037		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597419	SRP258115	SRS6525497	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB;Vancomycin;exp;TCH1516;WT
SRX8164298	PRJNA627678	SAMN14680036		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597420	SRP258115	SRS6525498	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A2	True	True		True											True	SVAR-A2		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A2
SRX8164299	PRJNA627678	SAMN14680035		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597421	SRP258115	SRS6525499	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A2	True	True		True											True	SVAR-A2		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A2
SRX8164300	PRJNA627678	SAMN14680034		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597422	SRP258115	SRS6525500	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A3	True	True		True											True	SVAR-A3		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A3
SRX8164301	PRJNA627678	SAMN14680033		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597423	SRP258115	SRS6525501	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A3	True	True		True											True	SVAR-A3		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A3
SRX8164302	PRJNA627678	SAMN14680032		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597424	SRP258115	SRS6525502	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:STR1	True	True		True											True	STR1		RPMI+10%LB;Vancomycin;exp;TCH1516;STR1
SRX8164303	PRJNA627678	SAMN14680031		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597425	SRP258115	SRS6525503	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:STR1	True	True		True											True	STR1		RPMI+10%LB;Vancomycin;exp;TCH1516;STR1
SRX8164304	PRJNA627678	SAMN14680072		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597426	SRP258115	SRS6525504	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A4
SRX8164305	PRJNA627678	SAMN14680071		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597427	SRP258115	SRS6525505	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A4
SRX8164306	PRJNA627678	SAMN14680070		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597428	SRP258115	SRS6525506	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A5
SRX8164307	PRJNA627678	SAMN14680069		vancomycin ALE	RPMI+10%LB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597429	SRP258115	SRS6525507	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5		RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A5
SRX8387573	PRJNA634715	SAMN15005131		staph stress	RPMI+10%LB	None	exp	TCH1516	Control		0.5298	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837161	SRP263146	SRS6701153	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:None:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB;None;exp;TCH1516;WT
SRX8387574	PRJNA634715	SAMN15005129		staph stress	RPMI+10%LB-noGlu	1g/L Maltose	exp	TCH1516	Control		0.5062	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837159	SRP263146	SRS6701153	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB-noGlu:1g/L Maltose:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB-noGlu;1g/L Maltose;exp;TCH1516;WT
SRX8387575	PRJNA634715	SAMN15005128		staph stress	CA-MHB	0.0195ug/mL Mupirocin	exp	TCH1516	Control		0.5108	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837157	SRP263146	SRS6701154	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:0.0195ug/mL Mupirocin:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;0.0195ug/mL Mupirocin;exp;TCH1516;WT
SRX8387576	PRJNA634715	SAMN15005129		staph stress	RPMI+10%LB-noGlu	1g/L Maltose	exp	TCH1516	Control		0.4912	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837158	SRP263146	SRS6701154	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB-noGlu:1g/L Maltose:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB-noGlu;1g/L Maltose;exp;TCH1516;WT
SRX8387578	PRJNA634715	SAMN15005132		staph stress	CA-MHB	250nM Paraquat	exp	TCH1516	Control		0.4795	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837156	SRP263146	SRS6701155	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:250nM Paraquat:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;250nM Paraquat;exp;TCH1516;WT
SRX8387577	PRJNA634715	SAMN15005128		staph stress	CA-MHB	0.0195ug/mL Mupirocin	exp	TCH1516	Control		0.4912	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837155	SRP263146	SRS6701155	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:0.0195ug/mL Mupirocin:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;0.0195ug/mL Mupirocin;exp;TCH1516;WT
SRX8387579	PRJNA634715	SAMN15005132		staph stress	CA-MHB	250nM Paraquat	exp	TCH1516	Control		0.5265	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837153	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:250nM Paraquat:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;250nM Paraquat;exp;TCH1516;WT
SRX8387580	PRJNA634715	SAMN15005133		staph stress	CA-MHB	2g/L Galactose	exp	TCH1516	Control		0.5429	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837154	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:2g/L Galactose:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;2g/L Galactose;exp;TCH1516;WT
SRX8387581	PRJNA634715	SAMN15005133		staph stress	CA-MHB	2g/L Galactose	exp	TCH1516	Control			First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837169	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:2g/L Galactose:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;2g/L Galactose;exp;TCH1516;WT
SRX8387583	PRJNA634715	SAMN15005134		staph stress	CA-MHB	2g/L Pyruvate	exp	TCH1516	Control			First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837165	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:2g/L Pyruvate:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;2g/L Pyruvate;exp;TCH1516;WT
SRX8387584	PRJNA634715	SAMN15005134		staph stress	CA-MHB	2g/L Pyruvate	exp	TCH1516	Control			First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837166	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:2g/L Pyruvate:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;2g/L Pyruvate;exp;TCH1516;WT
SRX8387582	PRJNA634715	SAMN15005120		staph stress	CA-MHB	1.5mM Ile	exp	TCH1516	Control			First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837170	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:1.5mM Ile:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;1.5mM Ile;exp;TCH1516;WT
SRX8387572	PRJNA634715	SAMN15005131		staph stress	RPMI+10%LB	None	exp	TCH1516	Control		1.0539	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837152	SRP263146	SRS6701156	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:None:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB;None;exp;TCH1516;WT
SRX8387571	PRJNA634715	SAMN15005120		staph stress	CA-MHB	1.5mM Ile	exp	TCH1516	Control		1.0433	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837151	SRP263146	SRS6701156	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:1.5mM Ile:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;1.5mM Ile;exp;TCH1516;WT
SRX8387559	PRJNA634715	SAMN15005119		staph stress	RPMI+10%LB	None	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:14	SRR11837180	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:None:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;None;exp;LAC;WT
SRX8387560	PRJNA634715	SAMN15005119		staph stress	RPMI+10%LB	None	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837179	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:None:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;None;exp;LAC;WT
SRX8387561	PRJNA634715	SAMN15005124		staph stress	CA-MHB	2g/L Glucose	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837178	SRP263146	SRS6701143	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:2g/L Glucose:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		CA-MHB;2g/L Glucose;exp;LAC;WT
SRX8387562	PRJNA634715	SAMN15005124		staph stress	CA-MHB	2g/L Glucose	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837177	SRP263146	SRS6701143	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:2g/L Glucose:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		CA-MHB;2g/L Glucose;exp;LAC;WT
SRX8387563	PRJNA634715	SAMN15005125		staph stress	CA-MHB	Control	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837175	SRP263146	SRS6701145	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:Control:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		CA-MHB;Control;exp;LAC;WT
SRX8387564	PRJNA634715	SAMN15005125		staph stress	CA-MHB	Control	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837174	SRP263146	SRS6701145	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:Control:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		CA-MHB;Control;exp;LAC;WT
SRX8387565	PRJNA634715	SAMN15005126		staph stress	RPMI+10%LB	25ug/mL adenine	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837173	SRP263146	SRS6701146	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:25ug/mL adenine:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;25ug/mL adenine;exp;LAC;WT
SRX8387566	PRJNA634715	SAMN15005126		staph stress	RPMI+10%LB	25ug/mL adenine	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837176	SRP263146	SRS6701146	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:25ug/mL adenine:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;25ug/mL adenine;exp;LAC;WT
SRX8387567	PRJNA634715	SAMN15005127		staph stress	RPMI+10%LB	25ug/mL guanine	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837172	SRP263146	SRS6701147	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:25ug/mL guanine:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;25ug/mL guanine;exp;LAC;WT
SRX8387568	PRJNA634715	SAMN15005127		staph stress	RPMI+10%LB	25ug/mL guanine	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837171	SRP263146	SRS6701147	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:25ug/mL guanine:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;25ug/mL guanine;exp;LAC;WT
SRX8387589	PRJNA634715	SAMN15005121		staph stress	RPMI+10%LB	4percentNaCl	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:14	SRR11837150	SRP263146	SRS6701157	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:4percentNaCl:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;4percentNaCl;exp;LAC;WT
SRX8387590	PRJNA634715	SAMN15005121		staph stress	RPMI+10%LB	4percentNaCl	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837149	SRP263146	SRS6701157	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:4percentNaCl:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;4percentNaCl;exp;LAC;WT
SRX8387591	PRJNA634715	SAMN15005122		staph stress	RPMI+10%LB	5.5pH	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837148	SRP263146	SRS6701158	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:5.5pH:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;5.5pH;exp;LAC;WT
SRX8387592	PRJNA634715	SAMN15005122		staph stress	RPMI+10%LB	5.5pH	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837147	SRP263146	SRS6701158	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:RPMI+10%LB:5.5pH:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		RPMI+10%LB;5.5pH;exp;LAC;WT
SRX8387593	PRJNA634715	SAMN15005123		staph stress	CA-MHB	25mM NaCHO3	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837146	SRP263146	SRS6701159	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:25mM NaCHO3:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		CA-MHB;25mM NaCHO3;exp;LAC;WT
SRX8387594	PRJNA634715	SAMN15005123		staph stress	CA-MHB	25mM NaCHO3	exp	LAC	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837145	SRP263146	SRS6701159	Staphylococcus aureus	SRA1079173	1280			1208						staph stress:CA-MHB:25mM NaCHO3:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT		CA-MHB;25mM NaCHO3;exp;LAC;WT
SRX8419175	PRJNA635678	SAMN15048984		nafcillin ALE	CA-MHB	Control	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869069	SRP265146	SRS6730773	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:CA-MHB:Control:Exponential:TCH1516:SNFM1	True	True		True											True	SNFM1		CA-MHB;Control;exp;TCH1516;SNFM1
