	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	Genetic Changes; Name	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID
SRX7136565	PRJNA589524	SAMN13282974		codY sRNome	Unknown	Mutant	Unknown	Unknown	Control			delta-CodY	No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441820	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280						True	True		True										
SRX7136566	PRJNA589524	SAMN13282974		codY sRNome	Unknown	Mutant	Unknown	Unknown	Control			delta-CodY	No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441819	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280						True	True		True										
SRX8049163	PRJNA622829	SAMN14530238		persistence	DMEM	Control	Exponential	USA300_JE2	Control			CI		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472932	SRP255083	SRS6420404	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		10491072	14530238	GSE148024	GSM4452429	33574060
SRX8049164	PRJNA622829	SAMN14530237		persistence	DMEM	Control	Exponential	USA300_JE2	Control			CI		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472933	SRP255083	SRS6420405	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		10491073	14530237	GSE148024	GSM4452430	33574060
SRX8049165	PRJNA622829	SAMN14530236		persistence	DMEM	Control	Exponential	USA300_JE2	Control			CI		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472934	SRP255083	SRS6420406	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		10491074	14530236	GSE148024	GSM4452431	33574060
SRX8049166	PRJNA622829	SAMN14530235		persistence	DMEM	pH 5.5	Exponential	USA300_JE2	Control			CI		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472935	SRP255083	SRS6420407	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		10491075	14530235	GSE148024	GSM4452432	33574060
SRX8049167	PRJNA622829	SAMN14530234		persistence	DMEM	pH 5.5	Exponential	USA300_JE2	Control			CI		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472936	SRP255083	SRS6420408	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		10491076	14530234	GSE148024	GSM4452433	33574060
SRX8049168	PRJNA622829	SAMN14530233		persistence	DMEM	pH 5.5	Exponential	USA300_JE2	Control			CI		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472937	SRP255083	SRS6420409	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		10491077	14530233	GSE148024	GSM4452434	33574060
SRX8164260	PRJNA627678	SAMN14679977		vancomycin ALE	CA-MHB	Control	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597430	SRP258115	SRS6525508	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164261	PRJNA627678	SAMN14679976		vancomycin ALE	CA-MHB	Control	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597431	SRP258115	SRS6525509	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164262	PRJNA627678	SAMN14679975		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597432	SRP258115	SRS6525510	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164263	PRJNA627678	SAMN14679974		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597433	SRP258115	SRS6525511	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164264	PRJNA627678	SAMN14679973		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			STM3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597434	SRP258115	SRS6525512	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164265	PRJNA627678	SAMN14679972		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			STM3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597435	SRP258115	SRS6525513	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164266	PRJNA627678	SAMN14679971		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A9	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597436	SRP258115	SRS6525514	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164267	PRJNA627678	SAMN14679970		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A9	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597437	SRP258115	SRS6525515	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164268	PRJNA627678	SAMN14680007		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A10	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597438	SRP258115	SRS6525516	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164269	PRJNA627678	SAMN14680006		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A10	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597439	SRP258115	SRS6525518	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164270	PRJNA627678	SAMN14680005		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A12	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597440	SRP258115	SRS6525517	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164271	PRJNA627678	SAMN14680004		vancomycin ALE	CA-MHB	None	Exponential	TCH1516	Control			SVAM-A12	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597441	SRP258115	SRS6527176	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164284	PRJNA627678	SAMN14680050		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597454	SRP258115	SRS6525531	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164285	PRJNA627678	SAMN14680049		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597455	SRP258115	SRS6525530	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164286	PRJNA627678	SAMN14680048		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A2	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597456	SRP258115	SRS6525532	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164287	PRJNA627678	SAMN14680047		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A2	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597457	SRP258115	SRS6525534	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164288	PRJNA627678	SAMN14680046		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597458	SRP258115	SRS6525535	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164289	PRJNA627678	SAMN14680045		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597459	SRP258115	SRS6527177	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164290	PRJNA627678	SAMN14680044		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			STR1	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597460	SRP258115	SRS6527178	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164291	PRJNA627678	SAMN14680043		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			STR1	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597461	SRP258115	SRS6527179	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164292	PRJNA627678	SAMN14680042		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A4	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597462	SRP258115	SRS6527180	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164293	PRJNA627678	SAMN14680041		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A4	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597415	SRP258115	SRS6525493	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164294	PRJNA627678	SAMN14680040		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A5	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597416	SRP258115	SRS6525495	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164295	PRJNA627678	SAMN14680039		vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SVAR-A5	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597417	SRP258115	SRS6525494	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164272	PRJNA627678	SAMN14680003		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597442	SRP258115	SRS6525520	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164273	PRJNA627678	SAMN14680002		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597443	SRP258115	SRS6525519	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164274	PRJNA627678	SAMN14680001		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597444	SRP258115	SRS6525521	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164275	PRJNA627678	SAMN14680000		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597445	SRP258115	SRS6525524	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164276	PRJNA627678	SAMN14679999		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			STM3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597446	SRP258115	SRS6525522	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164277	PRJNA627678	SAMN14679998		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			STM3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597447	SRP258115	SRS6525523	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164278	PRJNA627678	SAMN14679997		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A9	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597448	SRP258115	SRS6525528	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164279	PRJNA627678	SAMN14679996		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A9	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597449	SRP258115	SRS6525525	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164280	PRJNA627678	SAMN14679995		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A10	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597450	SRP258115	SRS6525526	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164281	PRJNA627678	SAMN14679994		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A10	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597451	SRP258115	SRS6525533	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164282	PRJNA627678	SAMN14679993		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A12	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597452	SRP258115	SRS6525527	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164283	PRJNA627678	SAMN14680051		vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516	Control			SVAM-A12	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597453	SRP258115	SRS6525529	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164296	PRJNA627678	SAMN14680038		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597418	SRP258115	SRS6525496	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164297	PRJNA627678	SAMN14680037		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			WT	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597419	SRP258115	SRS6525497	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164298	PRJNA627678	SAMN14680036		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A2	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597420	SRP258115	SRS6525498	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164299	PRJNA627678	SAMN14680035		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A2	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597421	SRP258115	SRS6525499	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164300	PRJNA627678	SAMN14680034		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597422	SRP258115	SRS6525500	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164301	PRJNA627678	SAMN14680033		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A3	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597423	SRP258115	SRS6525501	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164302	PRJNA627678	SAMN14680032		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			STR1	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597424	SRP258115	SRS6525502	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164303	PRJNA627678	SAMN14680031		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			STR1	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597425	SRP258115	SRS6525503	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164304	PRJNA627678	SAMN14680072		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A4	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597426	SRP258115	SRS6525504	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164305	PRJNA627678	SAMN14680071		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A4	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597427	SRP258115	SRS6525505	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164306	PRJNA627678	SAMN14680070		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A5	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597428	SRP258115	SRS6525506	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8164307	PRJNA627678	SAMN14680069		vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516	Control			SVAR-A5	Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597429	SRP258115	SRS6525507	Staphylococcus aureus	SRA1068282	1280										True	True		True										
SRX8387573	PRJNA634715	SAMN15005131		staph stress	RPMI+10%LB	None	Exponential	TCH1516	Control		0.5298	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837161	SRP263146	SRS6701153	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387574	PRJNA634715	SAMN15005129		staph stress	RPMI+10%LB-noGlu	1g/L Maltose	Exponential	TCH1516	Control		0.5062	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837159	SRP263146	SRS6701153	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387575	PRJNA634715	SAMN15005128		staph stress	CA-MHB	0.0195ug/mL Mupirocin	Exponential	TCH1516	Control		0.5108	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837157	SRP263146	SRS6701154	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387576	PRJNA634715	SAMN15005129		staph stress	RPMI+10%LB-noGlu	1g/L Maltose	Exponential	TCH1516	Control		0.4912	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837158	SRP263146	SRS6701154	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387578	PRJNA634715	SAMN15005132		staph stress	CA-MHB	250nM Paraquat	Exponential	TCH1516	Control		0.4795	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837156	SRP263146	SRS6701155	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387577	PRJNA634715	SAMN15005128		staph stress	CA-MHB	0.0195ug/mL Mupirocin	Exponential	TCH1516	Control		0.4912	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837155	SRP263146	SRS6701155	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387579	PRJNA634715	SAMN15005132		staph stress	CA-MHB	250nM Paraquat	Exponential	TCH1516	Control		0.5265	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837153	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387580	PRJNA634715	SAMN15005133		staph stress	CA-MHB	2g/L Galactose	Exponential	TCH1516	Control		0.5429	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837154	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387585	PRJNA634715	SAMN15005130		staph stress	CA-MHB	None	Exponential	TCH1516	Control		0.4661	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837179	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387581	PRJNA634715	SAMN15005133		staph stress	CA-MHB	2g/L Galactose	Exponential	TCH1516	Control			WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837169	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
