	BioProject	BioSample	Body_Site	Replicate	Title	Media	Condition	Growth Phase	Isolate	Growth Rate	OD-600	Genetic Changes; Name	NOTES	Reference	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Unnamed: 23	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	reference_condition	CenterName	ReferenceGenome	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID
SRX5972870	PRJNA546264	SAMN11958512		2.0	RNA-Seq of WT Staphylococcus aureus and dpurR grown to exponential and stationary	TSB	WT	Exponential	FPR3757			WT	FPR3757; Publication says FPR3757	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		546264.0	6/12/2019 16:13	SRR9201345;SRR9201346;SRR9201347;SRR9201348	SRP200402	SRS4876938	Staphylococcus aureus	SRA894097	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX5972871	PRJNA546264	SAMN11958511		1.0	RNA-Seq of WT Staphylococcus aureus and dpurR grown to exponential and stationary	TSB	WT	Stationary	FPR3757			WT	FPR3757; Publication says FPR3757	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		546264.0	6/12/2019 16:13	SRR9201341;SRR9201342;SRR9201343;SRR9201344	SRP200402	SRS4876937	Staphylococcus aureus	SRA894097	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7088358	PRJNA587170	SAMN13182536		1.0	Loratadine inhibits the virulence and biofilm formation of Staphylococcus aureus		Control	Exponential	FPR3757			WT	FPR3757	TCH1516	0.0	0.0	PAIRED	other	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		587170.0	11/2/2019 2:12	SRR10387631	SRP228015	SRS5602501	Staphylococcus aureus	SRA988803	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7088359	PRJNA587170	SAMN13182536		2.0	Loratadine inhibits the virulence and biofilm formation of Staphylococcus aureus		Control	Exponential	FPR3757			WT	FPR3757	TCH1516	0.0	0.0	PAIRED	other	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		587170.0	11/2/2019 2:12	SRR10387631	SRP228015	SRS5602501	Staphylococcus aureus	SRA988803	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7088362	PRJNA587170	SAMN13182536		3.0	Loratadine inhibits the virulence and biofilm formation of Staphylococcus aureus		Control	Exponential	FPR3757			WT	FPR3757	TCH1516	0.0	0.0	PAIRED	other	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		587170.0	11/2/2019 2:12	SRR10387631	SRP228015	SRS5602501	Staphylococcus aureus	SRA988803	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7088363	PRJNA587170	SAMN13182537		1.0	Loratadine inhibits the virulence and biofilm formation of Staphylococcus aureus		Loratadine	Exponential	FPR3757			WT	FPR3757	TCH1516	0.0	0.0	PAIRED	other	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		587170.0	11/2/2019 2:12	SRR10387633	SRP228015	SRS5602499	Staphylococcus aureus	SRA988803	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7088364	PRJNA587170	SAMN13182538		2.0	Loratadine inhibits the virulence and biofilm formation of Staphylococcus aureus		Loratadine	Exponential	FPR3757			WT	FPR3757	TCH1516	0.0	0.0	PAIRED	other	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		587170.0	11/2/2019 2:12	SRR10387632	SRP228015	SRS5602500	Staphylococcus aureus	SRA988803	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7088365	PRJNA587170	SAMN13182539		3.0	Loratadine inhibits the virulence and biofilm formation of Staphylococcus aureus		Loratadine	Exponential	FPR3757			WT	FPR3757	TCH1516	0.0	0.0	PAIRED	other	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		587170.0	11/2/2019 2:12	SRR10387630	SRP228015	SRS5602502	Staphylococcus aureus	SRA988803	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7136561	PRJNA589524	SAMN13282973		1.0	CodY sRNome							WT	No isolate information	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		589524.0	11/15/2019 17:24	SRR10441824	SRP229778	SRS5645371	Staphylococcus aureus	SRA995654	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7136562	PRJNA589524	SAMN13282973		2.0	CodY sRNome							WT	No isolate information	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		589524.0	11/15/2019 17:24	SRR10441823	SRP229778	SRS5645371	Staphylococcus aureus	SRA995654	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7136563	PRJNA589524	SAMN13282973		3.0	CodY sRNome							WT	No isolate information	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		589524.0	11/15/2019 17:24	SRR10441822	SRP229778	SRS5645371	Staphylococcus aureus	SRA995654	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7136564	PRJNA589524	SAMN13282974		1.0	CodY sRNome							delta-CodY	No isolate information	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		589524.0	11/15/2019 17:24	SRR10441821	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7136565	PRJNA589524	SAMN13282974		2.0	CodY sRNome							delta-CodY	No isolate information	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		589524.0	11/15/2019 17:24	SRR10441820	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX7136566	PRJNA589524	SAMN13282974		3.0	CodY sRNome							delta-CodY	No isolate information	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		589524.0	11/15/2019 17:24	SRR10441819	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX8387572	PRJNA634715	SAMN15005131		1.0	First S. aureus ICA model	CA-MHB	StationaryPhase	Stationary	TCH1516		1.0539	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837152	SRP263146	SRS6701156	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8387573	PRJNA634715	SAMN15005131		1.0	First S. aureus ICA model	CA-MHB	250nMParaquat	Exponential	TCH1516		0.5298	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837161	SRP263146	SRS6701153	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8387578	PRJNA634715	SAMN15005132		1.0	First S. aureus ICA model	CA-MHB	2gLPyruvate	Exponential	TCH1516		0.4795	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837156	SRP263146	SRS6701155	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8387579	PRJNA634715	SAMN15005132		2.0	First S. aureus ICA model	CA-MHB	Control	Exponential	TCH1516		0.5265	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837153	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8387580	PRJNA634715	SAMN15005133		1.0	First S. aureus ICA model	CA-MHB	Control	Exponential	TCH1516		0.5429	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837154	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8387581	PRJNA634715	SAMN15005133		2.0	First S. aureus ICA model	CA-MHB	None	Exponential	TCH1516			WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837169	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8387583	PRJNA634715	SAMN15005134		2.0	First S. aureus ICA model	RPMI+10%LB	None	Exponential	TCH1516			WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837165	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8387584	PRJNA634715	SAMN15005134		1.0	First S. aureus ICA model	RPMI+10%LB	None	Exponential	TCH1516			WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837166	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True												
SRX8419175	PRJNA635678	SAMN15048984		1.0	Nafcillin ALE	CA-MHB	None	Exponential	TCH1516			SNFM1	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869069	SRP265146	SRS6730773	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
SRX8419176	PRJNA635678	SAMN15048984		2.0	Nafcillin ALE	CA-MHB	None	Exponential	TCH1516			SNFM1	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869070	SRP265146	SRS6730773	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
SRX8419177	PRJNA635678	SAMN15048985		1.0	Nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516			SNFM1	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869067	SRP265146	SRS6730774	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
SRX8419178	PRJNA635678	SAMN15048985		2.0	Nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516			SNFM1	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869068	SRP265146	SRS6730774	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
SRX8419179	PRJNA635678	SAMN15048986		1.0	Nafcillin ALE	CA-MHB	None	Exponential	TCH1516			SNFR19	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869064	SRP265146	SRS6730775	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
SRX8419180	PRJNA635678	SAMN15048986		2.0	Nafcillin ALE	CA-MHB	None	Exponential	TCH1516			SNFR19	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869065	SRP265146	SRS6730775	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
SRX8419181	PRJNA635678	SAMN15048987		1.0	Nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516			SNFR19	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869066	SRP265146	SRS6730776	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
SRX8419182	PRJNA635678	SAMN15048987		2.0	Nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516			SNFR19	PNAS StaphICA data	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		635678.0	5/28/2020 16:23	SRR11869063	SRP265146	SRS6730776	Staphylococcus aureus	SRA1080945	1280.0			1208.0							True	True		True												
Zengler1	Zengler-CoCulture			1.0	Co-culuture with S. epi	TSB	Control	Exponential	TCH1516			WT		TCH1516			SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA									1280.0		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-3-1_merged.fastq.gz					True	True		True												
Zengler2	Zengler-CoCulture			2.0	Co-culuture with S. epi	TSB	Control	Exponential	TCH1516			WT		TCH1516			SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA									1280.0		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-3-2_merged.fastq.gz					True	True		True												
Zengler3	Zengler-CoCulture			1.0	Co-culuture with S. epi	TSB	Co-culture w/S.epi	Exponential	TCH1516			WT		TCH1516			SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA									1280.0		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-8-3-1_merged.fastq.gz					True	True		True												
Zengler4	Zengler-CoCulture			2.0	Co-culuture with S. epi	TSB	Co-culture w/S.epi	Exponential	TCH1516			WT		TCH1516			SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA									1280.0		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-8-3-2_merged.fastq.gz					True	True		True												
Cody_1	CodY regulon determination			1.0	CodY iModulon determination	RPMI+10%LB		Exponential	JE2			codY::bursa					PAIRED																					s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/Staph_TF_SRS_codYR1_fromCellPellet___S236_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/Staph_TF_SRS_codYR1_fromCellPellet___S236_L002_R2_001.fastq.gz	True			True	True		True		Mutant		Control		LAC						
Cody_2	CodY regulon determination			2.0	CodY iModulon determination	RPMI+10%LB		Exponential	JE2			codY::bursa					PAIRED																					s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/Staph_TF_SRS_codYR2_fromCellPellet___S237_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/Staph_TF_SRS_codYR2_fromCellPellet___S237_L002_R2_001.fastq.gz	True			True	True		True		Mutant		Control		LAC						
Cody_3	CodY regulon determination			1.0	CodY iModulon determination	RPMI+10%LB		Exponential	JE2			WT					PAIRED																					s3://sbrg-sequencing-files/2020-05-19-IGM-NovaSeq/SPH_HRS_JE_R1_S64_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-05-19-IGM-NovaSeq/SPH_HRS_JE_R1_S64_L002_R2_001.fastq.gz	True			True	True		True		Control		Control		LAC						
Cody_4	CodY regulon determination			2.0	CodY iModulon determination	RPMI+10%LB		Exponential	JE2			WT					PAIRED																					s3://sbrg-sequencing-files/2020-05-19-IGM-NovaSeq/SPH_HRS_JE_R2_S65_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-05-19-IGM-NovaSeq/SPH_HRS_JE_R2_S65_L002_R2_001.fastq.gz	True			True	True		True		Control		Control		LAC						
ERX4294041	PRJEB39430	SAMEA7064624				RPMI	Mutant	Stationary	JE2			del-ppGpp			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349377;ERR4349378	ERP122946	ERS4825228	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757958.0	15955394.0			
ERX4294042	PRJEB39430	SAMEA7064625				RPMI	Mutant	Stationary	JE2			del-ppGpp			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349379;ERR4349380	ERP122946	ERS4825229	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757959.0	15955395.0			
ERX4294043	PRJEB39430	SAMEA7064626				RPMI	Mutant	Stationary	JE2			del-ppGpp			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349381;ERR4349382	ERP122946	ERS4825230	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757960.0	15955396.0			
ERX4294044	PRJEB39430	SAMEA7064627				RPMI	Control	Exponential	JE2			WT			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349383;ERR4349384	ERP122946	ERS4825231	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757961.0	15955397.0			
ERX4294045	PRJEB39430	SAMEA7064628				RPMI	Control	Exponential	JE2			WT			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349385;ERR4349386	ERP122946	ERS4825232	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757962.0	15955398.0			
ERX4294046	PRJEB39430	SAMEA7064629				RPMI	Control	Exponential	JE2			WT			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349387;ERR4349388	ERP122946	ERS4825233	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757963.0	15955399.0			
ERX4294047	PRJEB39430	SAMEA7064630				RPMI	Stationary	Stationary	JE2			WT			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349389;ERR4349390	ERP122946	ERS4825234	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757964.0	15955400.0			
ERX4294048	PRJEB39430	SAMEA7064631				RPMI	Stationary	Stationary	JE2			WT			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349391;ERR4349392	ERP122946	ERS4825235	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757965.0	15955401.0			
ERX4294049	PRJEB39430	SAMEA7064632				RPMI	Stationary	Stationary	JE2			WT			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349393;ERR4349394	ERP122946	ERS4825236	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757966.0	15955402.0			
ERX4294050	PRJEB39430	SAMEA7064633				RPMI	Mutant	Exponential	JE2			del-ppGpp			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349395;ERR4349396	ERP122946	ERS4825237	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757967.0	15955403.0			
ERX4294051	PRJEB39430	SAMEA7064634				RPMI	Mutant	Exponential	JE2			del-ppGpp			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349397;ERR4349398	ERP122946	ERS4825238	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757968.0	15955404.0			
ERX4294052	PRJEB39430	SAMEA7064635				RPMI	Mutant	Exponential	JE2			del-ppGpp			100.0	500.0	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 1500	ILLUMINA	del-ppGpp	660710.0	9/1/2020 8:20	ERR4349399;ERR4349400	ERP122946	ERS4825239	Staphylococcus aureus subsp. aureus USA300	ERA2771665	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						False	False		True					TB			11757969.0	15955405.0			
ERX5228512	PRJEB43496	SAMEA8227703				TSB	20mM H2O2	Exponential	JE2			WT			0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA	H2O2	714042.0	3/17/2021 19:06	ERR5443885	ERP127468	ERS5914274	Staphylococcus aureus	ERA3564958	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GENEVA UNIVERSITY HOSPITALS			13673561.0	18302727.0			
ERX5228513	PRJEB43496	SAMEA8227704				TSB	20mM H2O2	Exponential	JE2			WT			0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA	H2O2	714042.0	3/17/2021 19:06	ERR5443886	ERP127468	ERS5914275	Staphylococcus aureus	ERA3564958	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GENEVA UNIVERSITY HOSPITALS			13673562.0	18305878.0			
ERX5228514	PRJEB43496	SAMEA8227705				TSB	20mM H2O2	Exponential	JE2			WT			0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA	H2O2	714042.0	3/17/2021 19:06	ERR5443887	ERP127468	ERS5914276	Staphylococcus aureus	ERA3564958	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GENEVA UNIVERSITY HOSPITALS			13673563.0	18302729.0			
ERX5228515	PRJEB43496	SAMEA8227706				TSB	Control	Exponential	JE2			WT			0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA	H2O2	714042.0	3/17/2021 19:06	ERR5443888	ERP127468	ERS5914277	Staphylococcus aureus	ERA3564958	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GENEVA UNIVERSITY HOSPITALS			13673564.0	18302730.0			
ERX5228516	PRJEB43496	SAMEA8227707				TSB	Control	Exponential	JE2			WT			0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA	H2O2	714042.0	3/17/2021 19:06	ERR5443889	ERP127468	ERS5914278	Staphylococcus aureus	ERA3564958	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GENEVA UNIVERSITY HOSPITALS			13673565.0	18302734.0			
ERX5228517	PRJEB43496	SAMEA8227708				TSB	Control	Exponential	JE2			WT			0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA	H2O2	714042.0	3/17/2021 19:06	ERR5443890	ERP127468	ERS5914279	Staphylococcus aureus	ERA3564958	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GENEVA UNIVERSITY HOSPITALS			13677312.0	18302733.0			
Metab_1	Metabolism				Central Metabolism	TSB		Exponential	JE2			WT					PAIRED							ILLUMINA											Staphylococcus aureus			s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_NE1555_SP_37_R1_S64_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_NE1555_SP_37_R1_S64_L001_R2_001.fastq.gz	True	Control		True	True		True			central-metab	JE2:WT:TSB:Control:Stationary								
Metab_10	Metabolism				Central Metabolism	TSB		Exponential	JE2			ccpA::bursa; NE1670					PAIRED							ILLUMINA											Staphylococcus aureus			s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_NE1670_SP_24_R2_S51_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_NE1670_SP_24_R2_S51_L001_R2_001.fastq.gz	True	Mutant		True	True		True			central-metab	JE2:WT:TSB:Control:Stationary								
