locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
USA300HOU_RS05175,USA300HOU_RS05175,NC_010079.1,USA300HOU_0988,1045272,1045823,+,GNAT family N-acetyltransferase,Transcription,A0A0D6HV97,Op658
USA300HOU_RS05180,USA300HOU_RS05180,NC_010079.1,USA300HOU_0989,1045875,1046813,-,1%2C4-dihydroxy-2-naphthoate polyprenyltransferase,Coenzyme transport and metabolism,A0A0E1VIS7,Op659
USA300HOU_RS15235,USA300HOU_RS15235,NC_010079.1,,1046964,1047068,+,hypothetical protein,No COG annotation,A0A0H2WVT2,Op660
USA300HOU_RS05185,USA300HOU_RS05185,NC_010079.1,USA300HOU_0990,1047145,1048356,+,isochorismate synthase,Coenzyme transport and metabolism,A0A5A8VCJ4,Op661
USA300HOU_RS05190,menD,NC_010079.1,USA300HOU_0991,1048343,1050016,+,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,Coenzyme transport and metabolism,A0A0D1JML5,Op661
USA300HOU_RS05195,menH,NC_010079.1,USA300HOU_0992,1050003,1050806,+,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,Function unknown,A0A0D6HU51,Op661
USA300HOU_RS05200,menB,NC_010079.1,USA300HOU_0993,1050799,1051620,+,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,Coenzyme transport and metabolism,A0A0E0VNK0,Op661
USA300HOU_RS05205,sspC,NC_010079.1,USA300HOU_0994,1051859,1052188,-,staphostatin B,Function unknown,A0A0E1VIT2,Op662
USA300HOU_RS05210,sspB,NC_010079.1,USA300HOU_0995,1052226,1053407,-,cysteine protease staphopain B,Cell wall/membrane/envelope biogenesis,A0A0H2XGH9,Op662
USA300HOU_RS05215,sspA,NC_010079.1,USA300HOU_0996,1053489,1054499,-,Glu-specific serine endopeptidase SspA,Cell wall/membrane/envelope biogenesis,A0A0D6HU18,Op663
USA300HOU_RS05220,USA300HOU_RS05220,NC_010079.1,,1055027,1056181,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Amino acid transport and metabolism,A0A0D6HV28,Op664
USA300HOU_RS05225,USA300HOU_RS05225,NC_010079.1,,1056377,1057387,-,acyltransferase family protein,Carbohydrate transport and metabolism,A0A0D6GJ16,Op665
USA300HOU_RS05230,USA300HOU_RS05230,NC_010079.1,,1057540,1057959,+,MarR family transcriptional regulator,Transcription,A0A0E8G970,Op666
USA300HOU_RS05235,USA300HOU_RS05235,NC_010079.1,,1057986,1058096,+,hypothetical protein,No COG annotation,A0A0D1IAS3,Op666
USA300HOU_RS05240,USA300HOU_RS05240,NC_010079.1,USA300HOU_0997,1058166,1061936,-,bifunctional autolysin,Cell wall/membrane/envelope biogenesis,A0A0H2XIJ3,Op667
USA300HOU_RS05245,USA300HOU_RS05245,NC_010079.1,USA300HOU_0998,1062164,1062598,-,GNAT family N-acetyltransferase,Function unknown,A0A0H2XGR8,Op668
USA300HOU_RS05250,USA300HOU_RS05250,NC_010079.1,USA300HOU_0999,1062753,1063223,-,DUF2538 family protein,Function unknown,A0A0H2WWG0,Op669
USA300HOU_RS05255,USA300HOU_RS05255,NC_010079.1,USA300HOU_1000,1063271,1064488,-,polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase,Transcription,A0A0D6HV00,Op670
USA300HOU_RS05260,fmtA,NC_010079.1,USA300HOU_1001,1064939,1066132,+,teichoic acid D-Ala esterase FmtA,Defense mechanisms,A0A0D3Q6L1,Op671
USA300HOU_RS05265,qoxD,NC_010079.1,USA300HOU_1002,1066669,1066959,-,cytochrome aa3 quinol oxidase subunit IV,Energy production and conversion,A0A0E0VMY8,Op672
USA300HOU_RS05270,qoxC,NC_010079.1,USA300HOU_1003,1066956,1067561,-,cytochrome aa3 quinol oxidase subunit III,Energy production and conversion,A0A0D1GKA8,Op672
USA300HOU_RS05275,qoxB,NC_010079.1,USA300HOU_1004,1067551,1069539,-,cytochrome aa3 quinol oxidase subunit I,Energy production and conversion,A0A0E0VNL6,Op672
USA300HOU_RS05280,qoxA,NC_010079.1,USA300HOU_1005,1069539,1070639,-,cytochrome aa3 quinol oxidase subunit II,Energy production and conversion,A0A0E0VMS0,Op672
USA300HOU_RS05285,USA300HOU_RS05285,NC_010079.1,USA300HOU_1006,1070941,1071063,+,hypothetical protein,No COG annotation,A0A2C9TWT1,Op673
USA300HOU_RS05290,USA300HOU_RS05290,NC_010079.1,USA300HOU_1007,1071211,1071528,-,DUF5011 domain-containing protein,Function unknown,A0A0E0VP46,Op674
USA300HOU_RS05295,folD,NC_010079.1,USA300HOU_1008,1072333,1073193,-,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,Nucleotide transport and metabolism,A6QFS2,Op675
USA300HOU_RS05300,purE,NC_010079.1,USA300HOU_1009,1073394,1073876,+,5-(carboxyamino)imidazole ribonucleotide mutase,Nucleotide transport and metabolism,A0A0E1VIV4,Op676
USA300HOU_RS05305,purK,NC_010079.1,USA300HOU_1010,1073863,1074987,+,5-(carboxyamino)imidazole ribonucleotide synthase,Nucleotide transport and metabolism,A0A0E7NDD8,Op676
USA300HOU_RS05310,USA300HOU_RS05310,NC_010079.1,USA300HOU_1011,1074991,1075695,+,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Nucleotide transport and metabolism,A0A0E1VIT9,Op676
USA300HOU_RS05315,purS,NC_010079.1,USA300HOU_1012,1075695,1075958,+,phosphoribosylformylglycinamidine synthase subunit PurS,Nucleotide transport and metabolism,A0A0E1VKY1,Op676
USA300HOU_RS05320,purQ,NC_010079.1,USA300HOU_1013,1075960,1076631,+,phosphoribosylformylglycinamidine synthase I,Nucleotide transport and metabolism,A0A0H3K7C2,Op676
USA300HOU_RS05325,purL,NC_010079.1,USA300HOU_1014,1076624,1078813,+,phosphoribosylformylglycinamidine synthase subunit PurL,Nucleotide transport and metabolism,A0A0D6HVX5,Op676
USA300HOU_RS05330,USA300HOU_RS05330,NC_010079.1,USA300HOU_1015,1078792,1080276,+,amidophosphoribosyltransferase,Nucleotide transport and metabolism,A0A0H2XFY4,Op676
USA300HOU_RS05335,USA300HOU_RS05335,NC_010079.1,USA300HOU_1016,1080269,1081297,+,phosphoribosylformylglycinamidine cyclo-ligase,Nucleotide transport and metabolism,A0A0D6HUM7,Op676
USA300HOU_RS05340,purN,NC_010079.1,,1081300,1081866,+,phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,A0A0D6HU21,Op676
USA300HOU_RS05345,purH,NC_010079.1,USA300HOU_1017,1081881,1083359,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Nucleotide transport and metabolism,A0A1S6BG66,Op676
USA300HOU_RS05350,USA300HOU_RS05350,NC_010079.1,USA300HOU_1018,1083381,1084628,+,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,A0A0D6HVU1,Op676
USA300HOU_RS05355,USA300HOU_RS05355,NC_010079.1,USA300HOU_1019,1084893,1085699,-,energy-coupling factor transporter transmembrane protein EcfT,Inorganic ion transport and metabolism,A0A0H2WZI1,Op677
USA300HOU_RS05360,USA300HOU_RS05360,NC_010079.1,USA300HOU_1020,1085692,1087092,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0D6HTM5,Op677
USA300HOU_RS05365,USA300HOU_RS05365,NC_010079.1,USA300HOU_1021,1087107,1087682,-,ECF transporter S component,Function unknown,A0A0E0VP63,Op677
USA300HOU_RS05370,USA300HOU_RS05370,NC_010079.1,,1088046,1088165,+,hypothetical protein,No COG annotation,A0A140HK68,Op678
USA300HOU_RS05375,USA300HOU_RS05375,NC_010079.1,,1088266,1088400,-,hypothetical protein,No COG annotation,A0A0E0VN11,Op679
USA300HOU_RS05380,USA300HOU_RS05380,NC_010079.1,USA300HOU_1022,1088552,1089847,+,hypothetical protein,No COG annotation,A0A0B4N9G0,Op680
USA300HOU_RS05385,USA300HOU_RS05385,NC_010079.1,USA300HOU_1023,1090272,1091444,+,class I SAM-dependent rRNA methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0D6HTX7,Op681
USA300HOU_RS05390,USA300HOU_RS05390,NC_010079.1,USA300HOU_1024,1091498,1092040,+,hypothetical protein,Function unknown,A0A0E8G771,Op682
USA300HOU_RS05395,USA300HOU_RS05395,NC_010079.1,USA300HOU_1025,1092194,1092460,+,phosphocarrier protein HPr,Carbohydrate transport and metabolism,A0A077UTV3,Op683
USA300HOU_RS05400,ptsP,NC_010079.1,USA300HOU_1026,1092463,1094181,+,phosphoenolpyruvate--protein phosphotransferase,Carbohydrate transport and metabolism,A0A0D6HUF4,Op683
USA300HOU_RS05405,USA300HOU_RS05405,NC_010079.1,USA300HOU_1027,1094418,1094651,-,glutaredoxin family protein,"PostXtranslational modification, protein turnover, and chaperones",A0A0H2WYJ6,Op684
USA300HOU_RS05410,USA300HOU_RS05410,NC_010079.1,USA300HOU_1028,1094849,1096210,+,cytochrome ubiquinol oxidase subunit I,Energy production and conversion,A0A0E0VMU8,Op685
USA300HOU_RS05415,USA300HOU_RS05415,NC_010079.1,USA300HOU_1029,1096207,1097226,+,cytochrome d ubiquinol oxidase subunit II,Energy production and conversion,A0A0D6GIH1,Op685
USA300HOU_RS05420,USA300HOU_RS05420,NC_010079.1,USA300HOU_1030,1097359,1098021,+,TrkA family potassium uptake protein,Inorganic ion transport and metabolism,A0A0E0VN21,Op686
USA300HOU_RS05430,USA300HOU_RS05430,NC_010079.1,USA300HOU_1031,1098370,1100067,-,ribonuclease J,"Translation, ribosomal structure and biogenesis",A0A0D1IM32,Op687
USA300HOU_RS05435,USA300HOU_RS05435,NC_010079.1,USA300HOU_1032,1100067,1100285,-,DNA-dependent RNA polymerase auxiliary subunit epsilon family protein,Function unknown,A0A077V016,Op687
USA300HOU_RS05440,USA300HOU_RS05440,NC_010079.1,USA300HOU_1033,1100314,1100436,-,hypothetical protein,No COG annotation,A0A0E1VKJ2,Op687
USA300HOU_RS05445,USA300HOU_RS05445,NC_010079.1,USA300HOU_1034,1100766,1101317,-,peptide deformylase,"Translation, ribosomal structure and biogenesis",A0A0H2XIK0,Op688
USA300HOU_RS05450,USA300HOU_RS05450,NC_010079.1,USA300HOU_1035,1101682,1102308,+,YkyA family protein,"Replication, recombination and repair",A0A0H2WYJ9,Op689
USA300HOU_RS05455,pdhA,NC_010079.1,USA300HOU_1036,1102479,1103591,+,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,Energy production and conversion,A0A0E1VKH3,Op690
USA300HOU_RS05460,USA300HOU_RS05460,NC_010079.1,USA300HOU_1037,1103595,1104572,+,alpha-ketoacid dehydrogenase subunit beta,Energy production and conversion,A0A0D1H2F2,Op690
USA300HOU_RS05465,USA300HOU_RS05465,NC_010079.1,USA300HOU_1038,1104663,1105955,+,2-oxo acid dehydrogenase subunit E2,Energy production and conversion,A0A0D6GKW2,Op691
USA300HOU_RS05470,lpdA,NC_010079.1,USA300HOU_1039,1105959,1107365,+,dihydrolipoyl dehydrogenase,Energy production and conversion,A0A0H2XIQ2,Op691
USA300HOU_RS05475,USA300HOU_RS05475,NC_010079.1,USA300HOU_1040,1107533,1107808,+,UPF0223 family protein,Function unknown,A5IRY4,Op692
USA300HOU_RS05480,USA300HOU_RS05480,NC_010079.1,USA300HOU_1041,1107952,1108491,+,helix-turn-helix transcriptional regulator,Transcription,A0A0E1VKH8,Op693
USA300HOU_RS05485,USA300HOU_RS05485,NC_010079.1,USA300HOU_1042,1108504,1109598,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0D1H1P9,Op693
USA300HOU_RS05490,USA300HOU_RS05490,NC_010079.1,,1109591,1110388,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0D6GKM6,Op693
USA300HOU_RS05495,USA300HOU_RS05495,NC_010079.1,,1110394,1111203,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0H2WZJ5,Op693
USA300HOU_RS05500,USA300HOU_RS05500,NC_010079.1,USA300HOU_1043,1111203,1112276,+,spermidine/putrescine ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0H2WYM5,Op693
USA300HOU_RS05505,USA300HOU_RS05505,NC_010079.1,USA300HOU_1044,1112350,1113369,+,DUF4064 domain-containing protein,Function unknown,A0A0H2WYK3,Op694
USA300HOU_RS05510,USA300HOU_RS05510,NC_010079.1,USA300HOU_1045,1113652,1114071,+,DUF4064 domain-containing protein,Function unknown,A0A0E7WFT8,Op695
USA300HOU_RS05515,USA300HOU_RS05515,NC_010079.1,,1114153,1115505,-,Nramp family divalent metal transporter,Inorganic ion transport and metabolism,A0A0E1VKK3,Op696
USA300HOU_RS05520,USA300HOU_RS05520,NC_010079.1,,1115689,1116303,-,YktB family protein,Function unknown,A0A0D6GKV9,Op697
USA300HOU_RS05525,USA300HOU_RS05525,NC_010079.1,,1116460,1117287,+,inositol monophosphatase,Carbohydrate transport and metabolism,A0A0E7KRW3,Op698
USA300HOU_RS05530,USA300HOU_RS05530,NC_010079.1,,1117441,1117632,-,YlaF family protein,Function unknown,A0A0E1VKI6,Op699
USA300HOU_RS05535,typA,NC_010079.1,USA300HOU_1047,1117734,1119581,+,translational GTPase TypA,Signal transduction mechanisms,A0A0E1VIE9,Op700
USA300HOU_RS05540,USA300HOU_RS05540,NC_010079.1,USA300HOU_1048,1119721,1119888,-,YlaI family protein,Function unknown,A0A0D1IWZ6,Op701
USA300HOU_RS05545,USA300HOU_RS05545,NC_010079.1,USA300HOU_1049,1119890,1120372,-,hypothetical protein,Function unknown,A0A0H2WZ66,Op701
USA300HOU_RS05550,USA300HOU_RS05550,NC_010079.1,USA300HOU_1050,1120513,1120788,+,YlaN family protein,Function unknown,A0A0E1VIG9,Op702
USA300HOU_RS05555,USA300HOU_RS05555,NC_010079.1,USA300HOU_1051,1121102,1122328,+,FtsW/RodA/SpoVE family cell cycle protein,"Cell cycle control, cell division, chromosome partitioning",A0A0H2WYZ2,Op703
USA300HOU_RS05560,USA300HOU_RS05560,NC_010079.1,USA300HOU_1052,1122882,1126334,+,pyruvate carboxylase,Energy production and conversion,A0A0E8G8A7,Op704
USA300HOU_RS05565,USA300HOU_RS05565,NC_010079.1,USA300HOU_1053,1126474,1127385,-,heme A synthase,"PostXtranslational modification, protein turnover, and chaperones",A0A2C6MZL2,Op705
USA300HOU_RS05570,USA300HOU_RS05570,NC_010079.1,USA300HOU_1054,1127825,1128736,+,protoheme IX farnesyltransferase,"PostXtranslational modification, protein turnover, and chaperones",A0A0E1VSI8,Op706
USA300HOU_RS05575,USA300HOU_RS05575,NC_010079.1,USA300HOU_1055,1128761,1129222,+,DUF420 domain-containing protein,Function unknown,A0A0H2WYN4,Op706
USA300HOU_RS05585,USA300HOU_RS05585,NC_010079.1,USA300HOU_1056,1129549,1130586,+,CAP domain-containing protein,Function unknown,A0A0H2XK37,Op707
USA300HOU_RS05590,USA300HOU_RS05590,NC_010079.1,USA300HOU_1058,1130602,1131036,+,YlbF family regulator,Function unknown,A0A0E0VNT1,Op707
USA300HOU_RS05595,USA300HOU_RS05595,NC_010079.1,,1131099,1132025,-,glycerophosphodiester phosphodiesterase,Energy production and conversion,A0A0D6HT57,Op708
USA300HOU_RS05600,USA300HOU_RS05600,NC_010079.1,USA300HOU_1059,1132264,1132518,+,YlbG family protein,Function unknown,A0A0E0VPA7,Op709
USA300HOU_RS05605,USA300HOU_RS05605,NC_010079.1,USA300HOU_1060,1132521,1132910,-,hypothetical protein,No COG annotation,A0A0E0VN49,Op710
USA300HOU_RS05610,rsmD,NC_010079.1,USA300HOU_1061,1132980,1133522,+,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,"Replication, recombination and repair",A0A0E1VKJ7,Op711
USA300HOU_RS05615,coaD,NC_010079.1,USA300HOU_1062,1133524,1134006,+,pantetheine-phosphate adenylyltransferase,Nucleotide transport and metabolism,A0A077UM22,Op711
USA300HOU_RS05620,USA300HOU_RS05620,NC_010079.1,USA300HOU_1063,1134068,1135207,-,nucleotidyltransferase,Function unknown,A0A0D6WA91,Op712
USA300HOU_RS05625,USA300HOU_RS05625,NC_010079.1,,1135334,1135891,+,DUF177 domain-containing protein,Function unknown,A0A0E1VSJ7,Op713
USA300HOU_RS05635,rpmF,NC_010079.1,,1135971,1136144,+,50S ribosomal protein L32,"Translation, ribosomal structure and biogenesis",A0A077UWR7,Op714
USA300HOU_RS05640,isdB,NC_010079.1,,1136298,1138235,-,heme uptake protein IsdB,Cell wall/membrane/envelope biogenesis,A0A0D6HSN6,Op715
USA300HOU_RS05645,isdA,NC_010079.1,USA300HOU_1064,1138438,1139490,-,LPXTG-anchored heme-scavenging protein IsdA,Cell wall/membrane/envelope biogenesis,A0A0D6WE06,Op716
USA300HOU_RS05650,isdC,NC_010079.1,USA300HOU_1065,1139699,1140382,+,heme uptake protein IsdC,Cell wall/membrane/envelope biogenesis,A5IS17,Op717
USA300HOU_RS05655,USA300HOU_RS05655,NC_010079.1,USA300HOU_1066,1140382,1141458,+,hypothetical protein,No COG annotation,A0A0H2WZ01,Op717
USA300HOU_RS05660,isdE,NC_010079.1,USA300HOU_1067,1141455,1142333,+,heme ABC transporter substrate-binding protein IsdE,Inorganic ion transport and metabolism,A0A0E0VN54,Op717
USA300HOU_RS05665,USA300HOU_RS05665,NC_010079.1,USA300HOU_1068,1142343,1143311,+,iron ABC transporter permease,Inorganic ion transport and metabolism,A0A0E1X6M7,Op717
USA300HOU_RS05670,srtB,NC_010079.1,,1143373,1144107,+,class B sortase,Function unknown,A0A0D6HUN3,Op718
USA300HOU_RS05675,isdG,NC_010079.1,USA300HOU_1069,1144126,1144449,+,staphylobilin-forming heme oxygenase IsdG,Energy production and conversion,A0A0E1VKM8,Op718
USA300HOU_RS05680,USA300HOU_RS05680,NC_010079.1,USA300HOU_1070,1144486,1144593,+,hypothetical protein,No COG annotation,A0A0E1VSL0,Op718
USA300HOU_RS05685,USA300HOU_RS05685,NC_010079.1,USA300HOU_1072,1144833,1145573,+,RNA methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0D6HSH1,Op719
USA300HOU_RS05690,pheS,NC_010079.1,USA300HOU_1073,1145954,1147012,+,phenylalanine--tRNA ligase subunit alpha,"Translation, ribosomal structure and biogenesis",A0A0D6HST8,Op720
USA300HOU_RS05695,USA300HOU_RS05695,NC_010079.1,USA300HOU_1074,1147012,1149414,+,phenylalanine--tRNA ligase subunit beta,"Translation, ribosomal structure and biogenesis",A0A1S6B907,Op720
USA300HOU_RS05700,USA300HOU_RS05700,NC_010079.1,USA300HOU_1075,1149585,1150523,-,ribonuclease HIII,"Replication, recombination and repair",A0A0D6HTA9,Op721
USA300HOU_RS05705,zapA,NC_010079.1,USA300HOU_1076,1150893,1151159,+,cell division protein ZapA,"Cell cycle control, cell division, chromosome partitioning",A0A0D3Q6G5,Op722
USA300HOU_RS05710,USA300HOU_RS05710,NC_010079.1,USA300HOU_1077,1151160,1151681,+,CvpA family protein,Function unknown,A0A0E1VSG1,Op722
USA300HOU_RS05715,polX,NC_010079.1,USA300HOU_1078,1151754,1153466,+,DNA polymerase/3'-5' exonuclease PolX,"Replication, recombination and repair",A0A0D6HTC1,Op723
USA300HOU_RS05720,USA300HOU_RS05720,NC_010079.1,USA300HOU_1079,1153476,1155824,+,endonuclease MutS2,"Replication, recombination and repair",A6QG46,Op723
USA300HOU_RS05725,trxA,NC_010079.1,USA300HOU_1080,1155997,1156311,+,thioredoxin,"PostXtranslational modification, protein turnover, and chaperones",A0A077UI97,Op724
USA300HOU_RS05730,USA300HOU_RS05730,NC_010079.1,USA300HOU_1081,1156374,1156469,-,hypothetical protein,No COG annotation,A0A0E1VID0,Op725
USA300HOU_RS05735,uvrC,NC_010079.1,USA300HOU_1082,1156635,1158416,+,excinuclease ABC subunit UvrC,"Replication, recombination and repair",A0A0E1VKF0,Op726
USA300HOU_RS05740,USA300HOU_RS05740,NC_010079.1,USA300HOU_1083,1158740,1159354,+,succinate dehydrogenase cytochrome B558,Energy production and conversion,A0A0E0VPD4,Op727
USA300HOU_RS05745,sdhA,NC_010079.1,USA300HOU_1084,1159406,1161172,+,succinate dehydrogenase flavoprotein subunit,Energy production and conversion,A0A0E0VN68,Op728
USA300HOU_RS05750,sdhB,NC_010079.1,USA300HOU_1085,1161172,1161987,+,succinate dehydrogenase iron-sulfur subunit,Energy production and conversion,A0A0E0VPR6,Op728
USA300HOU_RS05755,racE,NC_010079.1,USA300HOU_1086,1162223,1163023,+,glutamate racemase,Cell wall/membrane/envelope biogenesis,A0A0E1VKF5,Op729
USA300HOU_RS05760,USA300HOU_RS05760,NC_010079.1,USA300HOU_1087,1163035,1163622,+,XTP/dITP diphosphatase,Nucleotide transport and metabolism,UPI00015FD707,Op729
USA300HOU_RS05765,USA300HOU_RS05765,NC_010079.1,USA300HOU_1088,1163615,1164118,+,metallophosphoesterase,Function unknown,A0A0E1VKH7,Op729
USA300HOU_RS05770,USA300HOU_RS05770,NC_010079.1,USA300HOU_1089,1164246,1164413,+,hypothetical protein,No COG annotation,A0A133Q4B0,Op730
USA300HOU_RS05775,ecb,NC_010079.1,USA300HOU_1090,1164607,1164936,+,complement convertase inhibitor Ecb,No COG annotation,A0A0D3Q6F6,Op731
USA300HOU_RS05780,USA300HOU_RS05780,NC_010079.1,,1165253,1165345,-,hypothetical protein,No COG annotation,A0A2C9TNW2,Op732
USA300HOU_RS05785,USA300HOU_RS05785,NC_010079.1,USA300HOU_1092,1165305,1165706,-,formyl peptide receptor-like 1 inhibitory protein,No COG annotation,A0A0D3Q6D3,Op732
USA300HOU_RS05790,USA300HOU_RS05790,NC_010079.1,USA300HOU_1093,1166378,1166884,+,hypothetical protein,No COG annotation,A0A0H2WVU7,Op733
USA300HOU_RS05795,efb,NC_010079.1,USA300HOU_1094,1167143,1167640,+,complement convertase inhibitor Efb,Function unknown,A0A0D3Q6S2,Op734
USA300HOU_RS05800,scb,NC_010079.1,USA300HOU_1095,1167794,1168144,+,complement inhibitor SCIN-B,Function unknown,A0A0D6WG27,Op735
USA300HOU_RS05810,USA300HOU_RS05810,NC_010079.1,USA300HOU_1097,1168797,1168982,-,hypothetical protein,No COG annotation,A0A0D6HT27,Op736
USA300HOU_RS05820,USA300HOU_RS05820,NC_010079.1,USA300HOU_1098,1169604,1169837,-,hypothetical protein,No COG annotation,A0A0H2WVT0,Op737
USA300HOU_RS05825,USA300HOU_RS05825,NC_010079.1,USA300HOU_1099,1170314,1171273,-,beta-channel forming cytolysin,Cell wall/membrane/envelope biogenesis,A0A0D3Q6S7,Op738
USA300HOU_RS05830,USA300HOU_RS05830,NC_010079.1,USA300HOU_1100,1171946,1172092,+,hypothetical protein,No COG annotation,A0A0E1VIE4,Op739
USA300HOU_RS05835,USA300HOU_RS05835,NC_010079.1,USA300HOU_1101,1172049,1172273,+,hypothetical protein,No COG annotation,A0A2Y9TPG0,Op739
USA300HOU_RS05845,USA300HOU_RS05845,NC_010079.1,USA300HOU_1103,1172718,1173434,-,superantigen-like protein SSL12,Function unknown,A0A0H2WVV6,Op740
USA300HOU_RS05850,USA300HOU_RS05850,NC_010079.1,USA300HOU_1104,1173542,1174267,-,superantigen-like protein SSL13,Function unknown,A0A0H2WWI2,Op741
USA300HOU_RS05855,USA300HOU_RS05855,NC_010079.1,USA300HOU_1105,1174362,1175087,-,superantigen-like protein SSL14,Function unknown,A0A0D6HSA5,Op742
